url,title,text,topic,tags,date
https://lenta.ru/news/2011/06/27/city/,"Аренда офисов в ""Москва-Сити"" подорожала на 9 процентов","Средняя арендная ставка офисных площадей в деловом центре ""Москва-Сити"" выросла за пять месяцев 2011 года на 9 процентов до 850 долларов за квадратный метр в год. Об этом говорится в исследовании компании Knight Frank.По данным компании, в среднем по Москве арендные ставки в классе А с начала года показали рост около 5 процентов (+7-10 процентов для премиальных площадей). Для сравнения,в лондонском деловом квартале Canary Wharf средняя ставка аренды по итогам пяти месяцев почти не изменилась, составив 630 долларов за ""квадрат"" в год.Согласно обзору, доля вакантных помещений в ""Москва-Сити"" с начала года немного снизилась и составила около 12 процентов. Во всем Лондонском районе Docklands, где расположен Canary Wharf, этот показатель составил 7 процентов.В настоящее время офисы в комплексе на Краснопресненской набережной составляют почти пятую часть всех качественных офисных площадей Москвы. В ""Москва-Сити"" уже введено в эксплуатацию около 400 тысяч квадратных метров офисных площадей (общий объем предложения в столице - 2,12 миллиона квадратных метров). В тоже время строящиеся в ""Москва-Сити"" офисные объекты - это почти третья часть всех строящихся офисных площадей класса А в городе.Строительство ""Москва-сити"" началось почти 20 лет назад. Его предполагалось полностью завершить в 2010 году. По данным компании ""Сити"" (управляет проектом), 90 процентов от общего запланированного к вводу объема площадей (около 4 миллионов ""квадратов"") в ""Москва-Сити"" построят к концу 2014 года. Деловой центр должен включать в себя высотные здания с офисами, торговыми и жилыми площадями. К настоящему моменту на территории делового комплекса построена станция метро, ряд объектов инфраструктуры, торгово-пешеходный мост ""Багратион"", торгово-развлекательный комплекс Afimall City, офисные комплексы ""Башня 2000"".",Дом,Все,2011/06/27
https://lenta.ru/news/2007/06/21/congress/,Американцы больше всего доверяют военным,"Наиболее эффективно, по мнению американцев, исполняют свои обязанности военные. Как свидетельствуют опросы, проведенные Gallup, их поддерживают 69 процентов граждан. На втором месте оказались представители малого бизнеса с уровнем одобрения в 59 процентов, и на третьем - полиция с 54-мя процентами. Лишь 14 процентов американцев удовлетворены деятельностью Конгресса, что является наихудшим показателем за последние 34 года. Обе палаты основного законодательного органа страны вызывают у граждан наименьшее доверие из всех 16 институтов государственной власти. Ранее самый низкий уровень одобрения был зафиксирован в начале 90-х годов. Тогда действия законодателей готовы были поддержать 18 процентов американцев. Деятельность президента США нашла поддержку у 25 процентов опрошенных. Для сравнения, годом ранее, по версии Gallup, главу государства поддерживали 33 процента американцев.",Мир,Все,2007/06/21
https://lenta.ru/news/2016/11/15/kong/,Создатели нового фильма о Кинг-Конге показали тизер с 30-метровым монстром,"В официальном Twitter фильма «Кинг-Конг: Остров черепа» появились два новых тизера. На видео показан огромный обезьяноподобнный монстр. Ранее режиссер Джордан Вот-Робертс рассказал, что в новой ленте Кинг-Конг будет самым большим из когда-либо появлявшихся на экране. Рост монстра в фильме «Кинг-Конг: Остров черепа» составит не менее 100 футов (около 30 метров, примерная высота девятиэтажного дома — прим. «Ленты.ру»). В фильме 2005 года главный персонаж был в три раза меньше. «Кинг-Конг: Остров черепа» выйдет в прокат в марте 2017 года. В нем сыграют Бри Ларсон, Том Хиддлстон и Сэмюэл Л. Джексон. Действие ленты развернется в 1970-е годы. Главный герой отправляется в экспедицию к Острову черепа, чтобы найти пропавшего брата, но сталкивается с чудовищами. Фильм Вот-Робертса — не последний в серии о Кинг-Конге. В 2020 году на экраны выйдет кроссовер «Годзилла против Кинг-Конга». Первый фильм о Кинг-Конге появился в 1933 году. Персонажа придумал режиссер и сценарист Мериан Купер. Самыми известными стали картины Джона Гиллермина (1976) и Питера Джексона (2005).",Культура,Кино,2016/11/15
https://lenta.ru/news/2009/07/02/crash/,В Коми разбился начальник отделения ГИБДД,"В республике Коми в автокатастрофе погиб начальник отделения дорожной инспекции и организации дорожного движения региональной ГИБДД подполковник Руслан Поляков, сообщает ""Интерфакс"" со ссылкой на пресс-службу управления ГИБДД МВД. Авария произошла вечером 1 июля на 31 километре автодороги ""Сыктывкар - Ухта"". Водитель автомобиля ""Мицубиси"", совершая запрещенный маневр, выехал на встречную полосу, где столкнулся с машиной ""Ниссан"", за рулем которой находился Поляков. От полученных травм Руслан Поляков скончался на месте, еще шесть человек получили ранения разной степени тяжести - все они были доставлены в больницу Сыктывкара. Среди пострадавших пассажиров ""Мицубиси"" - 17-летний юноша и три 15-летних девушки. На момент задержания у 20-летнего водителя ""Мицубиси"" не оказалось при себе водительского удостоверения. По данным следствия, ранее он привлекался к административной ответственности за отказ проходить проверку на наличие алкоголя в крови.",Россия,Все,2009/07/02
https://lenta.ru/news/2015/05/09/topfive/,В США опубликован топ-5 самых опасных вооружений ВМФ России,"Американский журнал National Interest опубликовал рейтинг перспективных боевых единиц ВМФ России. В топ-5, составленный экспертом Кайлом Мизоками (Kyle Mizokami), вошли перспективный авианосец, неатомные подводные лодки проектов 677 и 636, атомный подводный ракетоносец проекта 955 и большой десантный корабль «Иван Грен». Рейтинг, озаглавленный как Moscow's marauders on the high seas, открывает перспективный авианосец, единственный из списка образец, строительство которого пока не начато. По мнению американского эксперта, перспективный авианосец, который будет введен в строй ближе к 2030 году, может быть оснащен палубной версией истребителя пятого поколения Т-50 ПАК-ФА (ранее о разработке перспективного палубного истребителя уже сообщали в России), истребителями типа МиГ-35 (в настоящее время для ВМФ закупают палубный истребитель МиГ-29К, близкий к МиГ-35 по оснащению и оборудованию), «летающими радарами», беспилотными аппаратами и вертолетами. Мизоками полагает, что авианосец резко повысит возможности ВМФ России на большом удалении от берегов. Следующим пунктом идет модернизированная подводная лодка типа «Варшавянка» (класс Kilo в НАТОвской системе обозначения). Автор констатирует, что для ВМФ России в настоящее время строится шесть субмарин этого типа, четыре из которых уже спущены на воду. Мизоками констатирует, что несмотря на конструкцию, восходящую к проекту 1980-х годов, модернизированные субмарины проекта 636.3 обладают впечатляющими возможностями, благодаря оснащению их ракетным комплексом «Клаб» и торпедами новых типов. Дальше в рейтинге находится усовершенствованная неатомная подводная лодка проекта 677 «Лада». Мизоками отмечает, что несмотря на задержки с постройкой, лодки этого типа будут представлять значительную угрозу и в силу оснащения современным вооружением, и как носители боевых пловцов-диверсантов. Четвертое место в рейтинге занял новейший атомный подводный ракетоносец проекта 955. Лодки этого типа в обозримом будущем составят основу морских стратегических ядерных сил, и Мизоками констатирует угрозу, которую они представляют для США в качестве средств ядерного сдерживания. Замыкает рейтинг большой десантный корабль «Иван Грен» проекта 11711. По мнению американского автора, этот корабль, хотя и обладает значительно меньшими возможностями по сравнению с «Мистралями» или еще более крупными американскими УДК, может создать реальную угрозу для прибрежных государств на Балтике, Черном море и в других морях близ границ России. Источник в ВМФ России, прокомментировавший этот рейтинг для «Ленты.ру», отметил, что он отражает «традиционные американские страхи». Авианосец поставлен на первое место как средство, с помощью которого ВМФ России сможет бросить вызов американскому господству на море хотя бы в одном или нескольких локальных районах. Новые дизельные подводные лодки, с точки зрения США, потенциально опасны и как средство усиления ВМФ России, и как экспортный продукт в случае поставок в недружественные для США страны, новый ракетоносец повышает возможности РФ в ядерном противостоянии, а десантные корабли увеличивают возможности в локальных приграничных конфликтах. Как полагает собеседник «Ленты.ру», наибольшее значение для ВМФ России в настоящее время имеет ввод в строй новых атомных субмарин проекта 885 «Ясень», в американском рейтинге не упомянутых. Эти атомные подлодки, оснащенные современными крылатыми ракетами, способны как противодействовать флотам развитых стран в крупномасштабном конфликте, так и выполнять «хирургические» задачи и проводить спецоперации в локальных и региональных войнах.",Силовые структуры,,2015/05/09
https://lenta.ru/news/2013/09/25/hippo/,Из затопленного китайского зоопарка уплыл бегемот ,"В Китае из зоопарка сбежал бегемот, воспользовавшись тем, что проливные дожди и тайфун «Усаги» затопили город Шаньтоу в южной провинции Гуандун, где и находится зоосад. Об этом сообщает телеканал ABC. По словам администрации зоопарка, бегемот переплыл через ограждение вольера, когда уровень воды в зоопарке достиг двух метров. «Ноги у гиппопотама только 20 сантиметров в длину, — рассказал директор зоопарка Го Чингсе. — Таким образом, он не может перебраться даже через самую низкую ограду. Однако, когда уровень воды на 80 сантиметров превысил уровень ограды, бегемот смог выплыть из своего дома». Сбежавший бегемот был обнаружен местными жителями в реке рядом с парком. Сотрудники зоопарка пытались заманить животное с помощью еды обратно в вольер, но это не возымело успеха. Помимо бегемота, обстоятельствами воспользовались тюлень и две черепахи — они также сбежали из своих вольеров во время сильных дождей. Никто из опасных животных не покинул своих клеток. «Мы улучшили наши защитные меры после того, как мы получили информацию о надвигающемся тайфуне, чтобы исключить нападения агрессивных животных, включая львов, тигров и леопардов на людей», — сказал Го. Согласно заявлению пресс-секретаря парка, все сбежавшие животные были возвращены обратно в зоопарк уже к 15:00 понедельника, 23 сентября. В январе 2010 года 11-летняя бегемотиха по кличке Никица выплыла из своего загона в зоопарке на юге Черногории после того, как вода в нем поднялась до уровня ограждения. В течение недели она время от времени возвращалась к зоопарку поесть, а потом и вовсе вернулась обратно в вольер.",Из жизни,Происшествия,2013/09/25
https://lenta.ru/news/2011/10/27/final/,Тарпищев сделал замену в составе на финал Кубка Федерации,"Капитан женской сборной России по теннису Шамиль Тарпищев сделал одну замену в составе команды на финальный матч Кубка Федерации со сборной Чехии, который пройдет 5 и 6 ноября в Москве в спорткомплексе ""Олимпийский"". Вместо Екатерины Макаровой за российскую команду сыграет Мария Кириленко. Об этом сообщает официальный сайт Федерации тенниса России (ФТР). В окончательный состав сборной России, кроме 27-й ракетки мира Кириленко, попали шестой номер мирового рейтинга Вера Звонарева, 15-я ракетка мира Анастасия Павлюченкова, а также Светлана Кузнецова, занимающая 19-е место в рейтинге. В состав сборной Чехии попали третья ракетка мира Петра Квитова, 24-й номер рейтинга Люси Шафаржова, 46-я ракетка мира Люси Храдечка, а также Квета Пешке, которая занимает второе место в парном женском рейтинге. Сборная России четыре раза выигрывала Кубок Федерации: в 2004, 2005, 2007 и 2008 годах. Еще четырежды россиянки участвовали в финалах. В Кубке Федерации - 2011 сборная России в 1/4 финала победила Францию, а в полуфинале - Италию.",Спорт,Все,2011/10/27
https://lenta.ru/news/2010/03/23/baloga/,Однопартийцы Балоги опровергли его задержание c чеком на 125 миллионов евро,"Партия ""Единый центр"" назвала лживой клеветой заявление депутата Верховной Рады Геннадия Москаля о том, что лидер этой партии - Виктор Балога - был задержан на границе Швейцарии и Германии с чеком на 125 миллионов евро. Как сказано в заявлении ЕЦ, Балога отреагировал на новую порцию придуманных обвинений ""смехом и характерным жестом пальца у виска"". Кроме того, он отказался лично комментировать ""это словесное извержение пораженного патологиями воображения"". Партийная пресс-служба ""Единого центра"" настаивает, что Балога никогда не задерживался правоохранительными органами иностранных государств, а за последние два месяца ни разу не пересекал границу со Швейцарией. Кроме того, однопартийцы Балоги заявили, что у него не было, нет и не может быть чека ""на такую фантастическую сумму"". В то же время где именно находится лидер ЕЦ в настоящее время, в заявлении партии не сказано. Днем ранее Москаль обратился в СБУ с просьбой выяснить личность украинца, которого, по сообщениям немецкой прессы, 10 марта задержали на границе с Швейцарией. В своем обращении депутат заявил, что неофициальные источники в чешской пограничной полиции сообщили ему имя и фамилию этого украинца. Согласно этой информации, задержанный - бывший руководитель секретариата президента Украины Виктор Балога.",Бывший СССР,Все,2010/03/23
https://lenta.ru/news/2012/04/27/sezanne/,Швейцарцы отреставрируют украденную картину Поля Сезанна,"Украденную картину Поля Сезанна ""Мальчик в красном жилете"" стоимостью около 110 миллионов долларов, которую 25 апреля вернули в Швейцарию, будут реставрировать. Об этом сообщает Associated Press со ссылкой на собрание фонда Эмиля Бюрле, которому принадлежит картина. Полотно Сезанна было украдено из частной галереи Цюриха в феврале 2008 года. Картину нашли  11 апреля 2012 года года в Сербии, в Белграде. Там же задержали троих подозреваемых в ограблении галереи. По уточненным данным агентства, задержаны четыре человека. По словам директора фонда Лукаса Глура (Lukas Gloor), после похищения картина пострадала, однако реставраторы считают, что им удастся вернуть картине прежний вид. Вместе с тем Глур признал, что на реставрационные работы потребуется достаточное количество времени. Вместе с картиной Поля Сезанна в 2008 году из галереи украли еще три работы – ""Маки в окрестностях Ветея"" Клода Моне, ""Граф Лепик с дочерьми"" Эдгара Дега и ""Цветущая ветка каштана"" Винсента Ван Гога. Украденные произведения искусства в тот момент оценивались в 164 миллиона долларов, однако за четыре года их стоимость возросла. Картины Моне и Ван Гога удалось найти через несколько дней после преступления в Цюрихе. Полотно Дега было обнаружено только в 2009 году.",Культура,Все,2012/04/27
https://lenta.ru/news/2004/07/13/excise/,"В России подорожают пиво, вино и импортные сигареты","Индексация акцизов стала в этом году своеобразным рейтингом социальных предпочтений правительства. Согласно решению властей, с января 2005 года пиво, крепленые вина и дорогие сигареты, в основном импортных марок, будут облагаться повышенными налогами на потребление. Пиво - из-за большой популярности у населения. Вина же и сигареты Минфин, по всей видимости, относит к предметам роскоши. В то же время акцизы на автомобили, нефтепродукты, спирт и водку будут увеличены лишь на индекс инфляции, то есть на 8 процентов. Как пишет во вторник газета ""Время новостей"", в колебании ставок акцизов в последние годы прослеживаются четкие закономерности. Акцизы на топливо обычно растут тогда, когда наблюдается всплеск потребительских настроений. Из потребительского бума правительство изымает свою долю с помощью бензиновых акцизов, так как цена топлива заложена в стоимости практически любого товара. Но на этот раз Минфин решил обойтись без индексации налогов на топливо, довольствуясь точечными изъятиями налогов у отдельных потребительских групп. Большой спор разгорелся вокруг акцизов на табачную продукцию. В конечном итоге правительство не пошло на уступки ни производителям дешевого табака, ни производителям дорогого. Правда, в цене дешевой продукции акцизы после повышения будут весить чуть-чуть меньше, чем в пачке дорогих сигарет. Для обычного покупателя повышение акцизов обойдется в 16-30 копеек с пачки сигарет и в 1-2 рубля с бутылки дорогого вина. Наибольшую радость, отмечает газета, решение правительства вызовет у владельцев магазинов и коммерческих киосков, которые никогда не упускают возможности сменить ценники, ссылаясь на повышение налогов.",Экономика,Все,2004/07/13
https://lenta.ru/news/2015/02/09/liu_han/,Китайского миллиардера казнили за убийства,"В Китае казнили миллиардера Лю Ханя (Liu Han), признанного виновным в убийствах и организации преступной группировки, сообщает South China Morning Post в понедельник, 9 февраля. Приговор был приведен в исполнение в отношении 48-летнего предпринимателя, его младшего брата Лю Вэя (Liu Wei), а также еще трех членов преступной группы. По данным следствия, Лю Хань вместе со своим братом организовали в 1993 году преступную группировку. Действуя преимущественно в провинции Сычуань, члены банды контролировали деятельность местных предпринимателей. На счету группировки, в частности, девять убийств. Лю Хань вместе с четырьмя членами банды был приговорен к смертной казни в мае 2014 года. Еще более 30 участников преступной группы получили различные тюремные сроки. Как сообщает Reuters, дело Лю Ханя может быть связано с бывшим членом Постоянного комитета Политбюро ЦК КПК Чжоу Юнкан (Zhou Yongkang). В декабре прошлого года он был исключен из рядов Коммунистической партии Китая (КПК) и арестован. Чжоу Юнкан обвиняется в нарушении «политической, организационной и конфиденциальной дисциплины», разглашении гостайны, использовании поста в интересах других лиц, получении взяток. Кроме того, он подозревается в поддержке бывшего члена Политбюро ЦК КПК Бо Силая. До возбуждения уголовного дела Лю Хань был главой правления горнодобывающей корпорации «Ханьлун» и входил в список 500 богатейших людей Китая. В 2012 году он занимал 230 место в списке богатейших жителей Китая.",Мир,Преступность,2015/02/09
https://lenta.ru/news/2019/08/06/derevo/,В России запустили льготную ипотеку для дачников,"В России возобновили действие программы так называемой «деревянной ипотеки», предполагающей субсидирование из бюджета процентной ставки  на покупку деревянных домов заводского производства. Соответствующие поправки во вторник, 6 августа, размещены на официальном портале правовой информации. Закон о «деревянной ипотеке» был принят весной 2018-го и действовал до ноября того же года. Новые правительственные поправки возобновляют действие программы  и продлевают ее до конца 2020-го. В этот период банкам, работающим с ипотекой на покупку деревянных домов, будет субсидироваться процентная ставка по кредитам в размере 5 процентных пунктов от действующих условий. Стандартные условия по льготному ипотечному кредиту такого рода — первоначальный взнос не менее десяти процентов от стоимости дома, максимальная сумма займа — 3,5 миллиона рублей. Условия распространяются только на покупку деревянной коробки дома, ставка кредитов на покупку земельного участка и коммуникаций по «деревянной ипотеке» не субсидируется. В 2018 году программа «деревянной ипотеки» не пользовалась популярностью у россиян. По информации игроков рынка, по ней предоставляли кредиты только два российских банка, а потенциальные заемщики в массе не знали о возможности получить кредит по субсидированной ставке. Помимо «деревянной ипотеки», в России регулярно обсуждаются и другие программы льготного кредитования строительства частных домов. В 2018-м депутат от «Единой России» Геннадий Кулик предложил субсидировать ставку по ипотеке на дома в сельской местности до 3,5-4 процентов годовых. В 2019-м о необходимости запуска льготной ипотеки на селе заявлял премьер-министр Дмитрий Медведев.",,Дача,2019/08/06
https://lenta.ru/news/2012/10/19/program/,За ценами на бензин в России проследит компьютерная программа,"Федеральная антимонопольная служба (ФАС) разработает программу для наблюдения за ценами на бензин. Об этом пишет ""Российская газета"" со ссылкой на заместителя руководителя ведомства Анатолия Голомолзина. На разработку компьютерной программы планируется потратить до 1,5 миллиона рублей. По словам Голомолзина, речь идет о специальном компьютерном комплексе, который сможет моделировать ситуацию на рынке и делать вывод, имеют ли место нарушения антимонопольного законодательства. Например, ФАС сможет понимать, могла ли привести к росту стоимости топлива временная остановка некоторых нефтеперерабатывающих заводов. Новая система, отмечает Голомолзин, позволит быстрее анализировать ситуацию. Сейчас такую аналитическую работу сотрудники ФАС делают вручную. Собеседник издания добавил, что в настоящее время у антимонопольщиков есть ряд вопросов к участникам оптового рынка нефтепродуктов в связи с ростом цен на бензин в последнее время. На оптовом рынке, говорит Голомолзин, тенденции задают несколько крупных игроков, которые теоретически могут договориться между собой. По данным Росстата, только в сентябре стоимость бензина выросла на два процента, при том что в целом товары и услуги подорожали только на 0,6 процента. За последние три года рост цен на нефтепродукты на 30 процентов опережал общую инфляцию. В августе в Минэнерго заявляли, что высокие запасы нефтепродуктов на внутреннем рынке полностью обеспечивают спрос и исключают резкий рост стоимости топлива в ближайшей перспективе. За два дня до заявления министерства деловые СМИ сообщили, что российские нефтяники начали поднимать цены на бензин на АЗС.",Экономика,Все,2012/10/19
https://lenta.ru/news/2015/02/02/15proc/,Снижение ключевой ставки ЦБ не вернет ипотеку к ставкам в 12-13 процентов,"Участники рынка недвижимости считают решение ЦБ РФ о снижении ключевой ставки с 17 до 15 процентов несущественным для рынка и имеющим скорее политические, чем экономические причины. «Снижение ЦБ ключевой ставки на 2 процента — это решение, которое имеет не столько экономические, сколько политические причины. Сам по себе факт изменения ставки дает банкам сигнал о снижении ипотечных ставок, но к 12-13-процентным ставкам ипотечный рынок вряд ли вернется,  ипотека все равно останется менее доступной, чем  полгода назад. Снижение ставки на 2 прцента  может сработать как  дефибриллятор для рынка ипотеки. Вопрос, появится ли пульс», — рассказал «Дому» партнер девелоперской компании «Химки Групп» Дмитрий Котровский. В то же время, ряд позитивных изменений, по мнению Котровского, возможен. Не исключено, что новая ключевая ставка не даст оснований тем банкам, кто этого еще не сделал, повышать ставки при проектном финансировании девелоперов, это очень важный фактор для строительного рынка, подчеркнул эксперт. «На активизацию рынка недвижимости может повлиять и снижение ставок по рублевым депозитам, которые многие банки начнут понижать в ответ на изменение ключевой ставки. Это может краткосрочно повлиять  на отток из банков рублевых депозитов граждан.  Осознавая снижение доходности по депозитам и риски финансовой системы (на фоне отзыва лицензий у банков) люди снова начнут искать инструменты для сохранения средств, в том числе —  на рынке недвижимости», — добавил он. «Думаю, снижение ключевой ставки ЦБ никак не отразится на рынке недвижимости, поскольку два процента – это очень несущественно, — считает управляющий партнер агентства недвижимости Tweed Ирина Могилатова. — Разве что мера прибавит рынку немного оптимизма. Ведь можно предположить, что это тенденция, и ставку будут и дальше потихонечку снижать, чтобы контролировать рубль. Однако чтобы рынок реально прочувствовал эффект от снижения, показатель должен вернуться на круги своя, что на сегодняшний день маловероятно». Решение понизить ключевую ставку ЦБ было принято Банком России в пятницу, 30 января. Ставка была снижена с 17 процентов до 15 процентов. В пресс-релизе Банка России, посвященном снижению ключевой ставки, говорилось о том, что совет директоров банка принял данное решение, «учитывая изменение баланса рисков ускорения роста потребительских цен и охлаждения экономики». В 2014 году ключевая ставка ЦБ поднималась  неоднократно: дважды весной, в результате чего ставка увеличилась с 5,5 до 7,5 процентов. Во втором полугодии неожиданных повышений было два: с 8 до 9,5 процентов 31 октября и до 17 процентов — 16 декабря. Последнее повышение стало шоком для участников рынка недвижимости и заставило их говорить о грядущей «смерти ипотеки» и приостановке ввода новых объемов жилья. Центробанк объяснял решения о повышении ставки сдерживанием инфляции.",Дом,Квартира,2015/02/02
https://lenta.ru/news/2019/10/16/lion/,Жадный начальник натравил льва на требующего зарплату электрика,"В пакистанской провинции Пенджаб начальник натравил домашнего льва на электрика, когда тот потребовал выплатить зарплату. Об этом сообщает Daily Mail. Электрика Мохаммада Рафика (Mohammad Rafique) нанял смотритель мусаллы Али Раза (Ali Raza). Мужчина закончил работу и потребовал зарплату, но начальник пообещал выплатить деньги позже и долгое время тянул с оплатой. Рафик в очередной раз приехал к начальнику и потребовал деньги. Тогда Раза натравил на электрика домашнего льва. Зверь набросился на пакистанца и поранил ему лицо и руку. Крики о помощи привлекли внимание прохожих, которые пришли на помощь пострадавшему. Сначала он не обратился в полицию, поскольку Раза обещал покрыть все расходы на лечение. Однако потом хозяин льва отказался выплачивать Рафику обещанную компенсацию. Через месяц после случившегося электрик пожаловался властям. Против Али Разы возбудили уголовное дело о покушении на убийство. Ведется расследование. В апреле сообщалось, что в ямайском городе Пур-Менз-Корнер электрик остался без ноги в результате нападения крокодила. Мужчина звал на помощь, но рядом никого не было. В итоге ему удалось схватить рептилию за голову и вынудить разжать челюсти.",,Происшествия,2019/10/16
